weather,kind,wide,year,month
목포,7,6,21,11
목포,2,6,21,11
목포,6,6,21,11
목포,1,6,21,11
목포,4,6,21,10
목포,0,6,21,10
목포,7,6,21,10
목포,2,6,21,10
목포,6,6,21,10
목포,1,6,21,10
목포,4,6,21,9
목포,0,6,21,9
목포,7,6,21,9
목포,2,6,21,9
목포,6,6,21,9
목포,1,6,21,9
목포,4,6,22,8
목포,0,6,22,8
목포,7,6,22,8
목포,2,6,22,8
목포,6,6,22,8
목포,1,6,22,8
목포,4,6,22,7
목포,0,6,22,7
목포,7,6,22,7
목포,2,6,22,7
목포,6,6,22,7
목포,5,6,22,7
목포,1,6,22,7
목포,4,6,22,6
목포,0,6,22,6
목포,7,6,22,6
목포,2,6,22,6
목포,8,6,22,6
목포,10,6,22,6
목포,6,6,22,6
목포,5,6,22,6
목포,1,6,22,6
목포,4,6,22,5
목포,0,6,22,5
목포,7,6,22,5
목포,2,6,22,5
목포,8,6,22,5
목포,10,6,22,5
목포,6,6,22,5
목포,5,6,22,5
목포,4,6,22,4
목포,0,6,22,4
목포,7,6,22,4
목포,2,6,22,4
목포,8,6,22,4
목포,6,6,22,4
목포,5,6,22,4
목포,1,6,22,4
목포,4,6,22,3
목포,0,6,22,3
목포,7,6,22,3
목포,2,6,22,3
목포,8,6,22,3
목포,6,6,22,3
목포,5,6,22,3
목포,1,6,22,3
목포,4,6,22,2
목포,0,6,22,2
목포,7,6,22,2
목포,2,6,22,2
목포,6,6,22,2
목포,5,6,22,2
목포,1,6,22,2
목포,4,6,22,1
목포,0,6,22,1
목포,7,6,22,1
목포,2,6,22,1
목포,6,6,22,1
목포,1,6,22,1
해남,4,6,21,12
해남,0,6,21,12
해남,2,6,21,12
해남,6,6,21,12
해남,4,6,21,11
해남,0,6,21,11
해남,2,6,21,11
해남,6,6,21,11
해남,4,6,21,10
해남,0,6,21,10
해남,7,6,21,10
해남,2,6,21,10
해남,6,6,21,10
해남,4,6,21,9
해남,0,6,21,9
해남,7,6,21,9
해남,2,6,21,9
해남,6,6,21,9
해남,4,6,22,8
해남,0,6,22,8
해남,7,6,22,8
해남,2,6,22,8
해남,6,6,22,8
해남,4,6,22,7
해남,0,6,22,7
해남,7,6,22,7
해남,2,6,22,7
해남,6,6,22,7
해남,4,6,22,6
해남,0,6,22,6
해남,2,6,22,6
해남,10,6,22,6
해남,6,6,22,6
해남,5,6,22,6
해남,4,6,22,5
해남,0,6,22,5
해남,2,6,22,5
해남,8,6,22,5
해남,10,6,22,5
해남,6,6,22,5
해남,5,6,22,5
해남,4,6,22,4
해남,0,6,22,4
해남,8,6,22,4
해남,5,6,22,4
해남,4,6,22,3
해남,0,6,22,3
해남,7,6,22,3
해남,2,6,22,3
해남,8,6,22,3
해남,5,6,22,3
해남,4,6,22,2
해남,0,6,22,2
해남,2,6,22,2
해남,5,6,22,2
해남,4,6,22,1
해남,0,6,22,1
해남,7,6,22,1
해남,2,6,22,1
해남,6,6,22,1
강진군,1,6,21,12
강진군,4,6,21,11
강진군,1,6,21,11
강진군,7,6,21,10
강진군,1,6,21,10
강진군,4,6,21,9
강진군,7,6,21,9
강진군,2,6,21,9
강진군,6,6,21,9
강진군,1,6,21,9
강진군,4,6,22,8
강진군,0,6,22,8
강진군,7,6,22,8
강진군,1,6,22,8
강진군,4,6,22,7
강진군,0,6,22,7
강진군,2,6,22,7
강진군,1,6,22,7
강진군,4,6,22,6
강진군,0,6,22,6
강진군,2,6,22,6
강진군,6,6,22,6
강진군,5,6,22,6
강진군,1,6,22,6
강진군,4,6,22,5
강진군,0,6,22,5
강진군,2,6,22,5
강진군,8,6,22,5
강진군,10,6,22,5
강진군,6,6,22,5
강진군,1,6,22,5
강진군,4,6,22,4
강진군,0,6,22,4
강진군,1,6,22,4
강진군,0,6,22,3
강진군,1,6,22,3
강진군,0,6,22,2
강진군,1,6,22,2
강진군,7,6,22,1
강진군,1,6,22,1
광주,4,6,21,12
광주,0,6,21,12
광주,7,6,21,12
광주,2,6,21,12
광주,1,6,21,12
광주,4,3,21,12
광주,0,3,21,12
광주,4,6,21,11
광주,0,6,21,11
광주,7,6,21,11
광주,2,6,21,11
광주,4,3,21,11
광주,0,3,21,11
광주,6,3,21,11
광주,4,6,21,10
광주,0,6,21,10
광주,7,6,21,10
광주,2,6,21,10
광주,1,6,21,10
광주,4,3,21,10
광주,0,3,21,10
광주,6,3,21,10
광주,4,6,21,9
광주,0,6,21,9
광주,2,6,21,9
광주,6,6,21,9
광주,1,6,21,9
광주,4,3,21,9
광주,0,3,21,9
광주,4,6,22,8
광주,0,6,22,8
광주,7,6,22,8
광주,2,6,22,8
광주,6,6,22,8
광주,1,6,22,8
광주,4,3,22,8
광주,0,3,22,8
광주,2,3,22,8
광주,6,3,22,8
광주,4,6,22,7
광주,0,6,22,7
광주,2,6,22,7
광주,6,6,22,7
광주,4,3,22,7
광주,0,3,22,7
광주,2,3,22,7
광주,4,6,22,6
광주,0,6,22,6
광주,7,6,22,6
광주,2,6,22,6
광주,10,6,22,6
광주,6,6,22,6
광주,5,6,22,6
광주,1,6,22,6
광주,4,3,22,6
광주,0,3,22,6
광주,2,3,22,6
광주,10,3,22,6
광주,4,6,22,5
광주,0,6,22,5
광주,2,6,22,5
광주,5,6,22,5
광주,1,6,22,5
광주,4,3,22,5
광주,0,3,22,5
광주,8,3,22,5
광주,10,3,22,5
광주,4,6,22,4
광주,0,6,22,4
광주,8,6,22,4
광주,6,6,22,4
광주,5,6,22,4
광주,1,6,22,4
광주,4,3,22,4
광주,0,3,22,4
광주,2,3,22,4
광주,8,3,22,4
광주,5,3,22,4
광주,4,6,22,3
광주,0,6,22,3
광주,7,6,22,3
광주,2,6,22,3
광주,8,6,22,3
광주,5,6,22,3
광주,1,6,22,3
광주,4,3,22,3
광주,0,3,22,3
광주,7,3,22,3
광주,2,3,22,3
광주,8,3,22,3
광주,0,6,22,2
광주,7,6,22,2
광주,2,6,22,2
광주,1,6,22,2
광주,0,3,22,2
광주,7,3,22,2
광주,5,3,22,2
광주,4,6,22,1
광주,0,6,22,1
광주,7,6,22,1
광주,2,6,22,1
광주,6,6,22,1
광주,1,6,22,1
광주,0,3,22,1
광주,7,3,22,1
고흥,0,6,21,12
고흥,4,6,21,11
고흥,0,6,21,11
고흥,2,6,21,11
고흥,6,6,21,11
고흥,4,6,21,10
고흥,0,6,21,10
고흥,2,6,21,10
고흥,4,6,21,9
고흥,0,6,21,9
고흥,2,6,21,9
고흥,6,6,21,9
고흥,4,6,22,8
고흥,0,6,22,8
고흥,2,6,22,8
고흥,6,6,22,8
고흥,4,6,22,7
고흥,0,6,22,7
고흥,2,6,22,7
고흥,6,6,22,7
고흥,4,6,22,6
고흥,0,6,22,6
고흥,2,6,22,6
고흥,8,6,22,6
고흥,10,6,22,6
고흥,6,6,22,6
고흥,4,6,22,5
고흥,0,6,22,5
고흥,7,6,22,5
고흥,2,6,22,5
고흥,8,6,22,5
고흥,6,6,22,5
고흥,4,6,22,4
고흥,0,6,22,4
고흥,7,6,22,4
고흥,2,6,22,4
고흥,8,6,22,4
고흥,6,6,22,4
고흥,5,6,22,4
고흥,1,6,22,4
고흥,4,6,22,3
고흥,0,6,22,3
고흥,7,6,22,3
고흥,2,6,22,3
고흥,8,6,22,3
고흥,6,6,22,3
고흥,5,6,22,3
고흥,1,6,22,3
고흥,0,6,22,2
고흥,6,6,22,2
고흥,4,6,22,1
고흥,0,6,22,1
고흥,2,6,22,1
고흥,6,6,22,1
장흥,4,6,21,12
장흥,0,6,21,12
장흥,7,6,21,12
장흥,2,6,21,12
장흥,7,6,21,11
장흥,2,6,21,11
장흥,7,6,21,10
장흥,2,6,21,10
장흥,7,6,21,9
장흥,2,6,21,9
장흥,2,6,22,8
장흥,6,6,22,8
장흥,4,6,22,7
장흥,0,6,22,7
장흥,2,6,22,7
장흥,6,6,22,7
장흥,4,6,22,6
장흥,0,6,22,6
장흥,2,6,22,6
장흥,10,6,22,6
장흥,6,6,22,6
장흥,4,6,22,5
장흥,0,6,22,5
장흥,2,6,22,5
장흥,8,6,22,5
장흥,10,6,22,5
장흥,6,6,22,5
장흥,5,6,22,5
장흥,4,6,22,4
장흥,0,6,22,4
장흥,2,6,22,4
장흥,8,6,22,4
장흥,6,6,22,4
장흥,7,6,22,3
장흥,2,6,22,3
장흥,0,6,22,2
장흥,7,6,22,2
장흥,2,6,22,2
장흥,0,6,22,1
장흥,7,6,22,1
장흥,2,6,22,1
고창,0,7,21,12
고창,7,7,21,12
고창,2,7,21,12
고창,0,7,21,11
고창,2,7,21,11
고창,0,7,21,10
고창,2,7,21,10
고창,4,7,21,9
고창,0,7,21,9
고창,2,7,21,9
고창,0,7,22,8
고창,2,7,22,8
고창,5,7,22,8
고창,4,7,22,7
고창,0,7,22,7
고창,2,7,22,7
고창,6,7,22,7
고창,5,7,22,7
고창,0,7,22,6
고창,2,7,22,6
고창,6,7,22,6
고창,5,7,22,6
고창,4,7,22,5
고창,0,7,22,5
고창,2,7,22,5
고창,8,7,22,5
고창,10,7,22,5
고창,6,7,22,5
고창,5,7,22,5
고창,4,7,22,4
고창,0,7,22,4
고창,7,7,22,4
고창,2,7,22,4
고창,8,7,22,4
고창,6,7,22,4
고창,5,7,22,4
고창,4,7,22,3
고창,0,7,22,3
고창,7,7,22,3
고창,8,7,22,3
고창,4,7,22,2
고창,0,7,22,2
고창,7,7,22,2
고창,6,7,22,2
고창,0,7,22,1
고창,7,7,22,1
고창,2,7,22,1
전주,4,7,21,12
전주,0,7,21,12
전주,7,7,21,12
전주,2,7,21,12
전주,6,7,21,12
전주,1,7,21,12
전주,9,7,21,12
전주,4,7,21,11
전주,0,7,21,11
전주,7,7,21,11
전주,6,7,21,11
전주,1,7,21,11
전주,4,7,21,10
전주,0,7,21,10
전주,7,7,21,10
전주,6,7,21,10
전주,1,7,21,10
전주,4,7,21,9
전주,0,7,21,9
전주,7,7,21,9
전주,2,7,21,9
전주,6,7,21,9
전주,1,7,21,9
전주,4,7,22,8
전주,0,7,22,8
전주,7,7,22,8
전주,2,7,22,8
전주,6,7,22,8
전주,1,7,22,8
전주,9,7,22,8
전주,4,7,22,7
전주,0,7,22,7
전주,7,7,22,7
전주,2,7,22,7
전주,6,7,22,7
전주,1,7,22,7
전주,9,7,22,7
전주,4,7,22,6
전주,0,7,22,6
전주,2,7,22,6
전주,8,7,22,6
전주,10,7,22,6
전주,6,7,22,6
전주,1,7,22,6
전주,4,7,22,5
전주,0,7,22,5
전주,8,7,22,5
전주,6,7,22,5
전주,1,7,22,5
전주,4,7,22,4
전주,0,7,22,4
전주,3,7,22,4
전주,8,7,22,4
전주,6,7,22,4
전주,5,7,22,4
전주,1,7,22,4
전주,4,7,22,3
전주,0,7,22,3
전주,7,7,22,3
전주,3,7,22,3
전주,8,7,22,3
전주,6,7,22,3
전주,5,7,22,3
전주,1,7,22,3
전주,4,7,22,2
전주,0,7,22,2
전주,7,7,22,2
전주,3,7,22,2
전주,1,7,22,2
전주,4,7,22,1
전주,0,7,22,1
전주,7,7,22,1
전주,2,7,22,1
전주,1,7,22,1
군산,4,7,21,12
군산,0,7,21,12
군산,6,7,21,12
군산,1,7,21,12
군산,4,7,21,11
군산,0,7,21,11
군산,6,7,21,11
군산,1,7,21,11
군산,4,7,21,10
군산,0,7,21,10
군산,7,7,21,10
군산,6,7,21,10
군산,1,7,21,10
군산,4,7,21,9
군산,0,7,21,9
군산,6,7,21,9
군산,1,7,21,9
군산,4,7,22,8
군산,0,7,22,8
군산,6,7,22,8
군산,1,7,22,8
군산,4,7,22,7
군산,0,7,22,7
군산,2,7,22,7
군산,6,7,22,7
군산,1,7,22,7
군산,4,7,22,6
군산,0,7,22,6
군산,2,7,22,6
군산,8,7,22,6
군산,6,7,22,6
군산,4,7,22,5
군산,0,7,22,5
군산,8,7,22,5
군산,10,7,22,5
군산,6,7,22,5
군산,1,7,22,5
군산,4,7,22,4
군산,0,7,22,4
군산,7,7,22,4
군산,3,7,22,4
군산,8,7,22,4
군산,6,7,22,4
군산,1,7,22,4
군산,4,7,22,3
군산,0,7,22,3
군산,7,7,22,3
군산,3,7,22,3
군산,8,7,22,3
군산,6,7,22,3
군산,1,7,22,3
군산,4,7,22,2
군산,0,7,22,2
군산,7,7,22,2
군산,6,7,22,2
군산,1,7,22,2
군산,4,7,22,1
군산,0,7,22,1
군산,7,7,22,1
군산,6,7,22,1
군산,1,7,22,1
부안,4,7,21,12
부안,0,7,21,12
부안,7,7,21,12
부안,6,7,21,12
부안,4,7,21,11
부안,0,7,21,11
부안,7,7,21,11
부안,4,7,21,10
부안,0,7,21,10
부안,7,7,21,10
부안,7,7,21,9
부안,2,7,21,9
부안,5,7,21,9
부안,4,7,22,8
부안,0,7,22,8
부안,7,7,22,8
부안,2,7,22,8
부안,6,7,22,8
부안,5,7,22,8
부안,4,7,22,7
부안,0,7,22,7
부안,7,7,22,7
부안,2,7,22,7
부안,6,7,22,7
부안,5,7,22,7
부안,4,7,22,6
부안,0,7,22,6
부안,7,7,22,6
부안,2,7,22,6
부안,8,7,22,6
부안,10,7,22,6
부안,6,7,22,6
부안,4,7,22,5
부안,0,7,22,5
부안,8,7,22,5
부안,10,7,22,5
부안,6,7,22,5
부안,5,7,22,5
부안,4,7,22,4
부안,0,7,22,4
부안,2,7,22,4
부안,8,7,22,4
부안,6,7,22,4
부안,5,7,22,4
부안,4,7,22,3
부안,0,7,22,3
부안,6,7,22,3
부안,0,7,22,2
부안,7,7,22,2
부안,0,7,22,1
부안,7,7,22,1
부안,2,7,22,1
서울,4,0,21,12
서울,0,0,21,12
서울,2,0,21,12
서울,1,0,21,12
서울,0,0,21,11
서울,7,0,21,11
서울,2,0,21,11
서울,5,0,21,11
서울,0,0,21,10
서울,3,0,21,10
서울,5,0,21,10
서울,0,0,21,9
서울,5,0,21,9
서울,0,0,22,8
서울,4,0,22,7
서울,0,0,22,7
서울,2,0,22,7
서울,4,0,22,6
서울,0,0,22,6
서울,4,0,22,5
서울,0,0,22,5
서울,3,0,22,5
서울,4,0,22,4
서울,0,0,22,4
서울,3,0,22,4
서울,8,0,22,4
서울,4,0,22,3
서울,0,0,22,3
서울,7,0,22,3
서울,5,0,22,3
서울,0,0,22,2
서울,2,0,22,2
서울,5,0,22,2
서울,0,0,22,1
서울,2,0,22,1
서울,5,0,22,1
부산,4,5,21,12
부산,0,5,21,12
부산,7,5,21,12
부산,3,5,21,12
부산,6,5,21,12
부산,4,5,21,11
부산,0,5,21,11
부산,7,5,21,11
부산,6,5,21,11
부산,4,5,21,10
부산,0,5,21,10
부산,7,5,21,10
부산,4,5,21,9
부산,0,5,21,9
부산,7,5,21,9
부산,6,5,21,9
부산,4,5,22,8
부산,0,5,22,8
부산,7,5,22,8
부산,2,5,22,8
부산,4,5,22,7
부산,0,5,22,7
부산,7,5,22,7
부산,2,5,22,7
부산,4,5,22,6
부산,0,5,22,6
부산,7,5,22,6
부산,2,5,22,6
부산,4,5,22,5
부산,0,5,22,5
부산,7,5,22,5
부산,8,5,22,5
부산,4,5,22,4
부산,7,5,22,4
부산,2,5,22,4
부산,8,5,22,4
부산,4,5,22,3
부산,0,5,22,3
부산,7,5,22,3
부산,2,5,22,3
부산,4,5,22,2
부산,0,5,22,2
부산,7,5,22,2
부산,4,5,22,1
부산,0,5,22,1
부산,7,5,22,1
부산,2,5,22,1
서산,4,9,21,12
서산,7,9,21,12
서산,2,9,21,12
서산,4,9,21,11
서산,0,9,21,11
서산,7,9,21,11
서산,4,9,21,10
서산,0,9,21,10
서산,7,9,21,10
서산,2,9,21,10
서산,4,9,21,9
서산,0,9,21,9
서산,7,9,21,9
서산,2,9,21,9
서산,6,9,21,9
서산,1,9,21,9
서산,4,9,22,8
서산,0,9,22,8
서산,7,9,22,8
서산,2,9,22,8
서산,6,9,22,8
서산,1,9,22,8
서산,4,9,22,7
서산,0,9,22,7
서산,7,9,22,7
서산,2,9,22,7
서산,6,9,22,7
서산,5,9,22,7
서산,4,9,22,6
서산,0,9,22,6
서산,7,9,22,6
서산,2,9,22,6
서산,8,9,22,6
서산,6,9,22,6
서산,5,9,22,6
서산,4,9,22,5
서산,0,9,22,5
서산,8,9,22,5
서산,6,9,22,5
서산,4,9,22,4
서산,0,9,22,4
서산,2,9,22,4
서산,8,9,22,4
서산,4,9,22,3
서산,0,9,22,3
서산,2,9,22,3
서산,5,9,22,3
서산,4,9,22,2
서산,0,9,22,2
서산,2,9,22,2
서산,4,9,22,1
서산,0,9,22,1
서산,7,9,22,1
서산,2,9,22,1
서산,5,9,22,1
부여,4,9,21,12
부여,4,9,21,11
부여,0,9,21,11
부여,1,9,21,11
부여,4,9,21,10
부여,6,9,21,10
부여,1,9,21,10
부여,4,9,21,9
부여,0,9,21,9
부여,4,9,22,8
부여,0,9,22,8
부여,7,9,22,8
부여,6,9,22,8
부여,4,9,22,7
부여,0,9,22,7
부여,2,9,22,7
부여,8,9,22,7
부여,6,9,22,7
부여,4,9,22,6
부여,0,9,22,6
부여,2,9,22,6
부여,8,9,22,6
부여,10,9,22,6
부여,6,9,22,6
부여,4,9,22,5
부여,0,9,22,5
부여,6,9,22,5
부여,4,9,22,4
부여,0,9,22,4
부여,8,9,22,4
부여,6,9,22,4
부여,5,9,22,4
부여,4,9,22,3
부여,4,9,22,2
부여,4,9,22,1
부여,0,9,22,1
부여,2,9,22,1
제주,4,8,21,12
제주,0,8,21,12
제주,4,8,21,11
제주,0,8,21,11
제주,2,8,21,11
제주,4,8,21,10
제주,4,8,21,9
제주,0,8,22,7
제주,4,8,22,6
제주,0,8,22,6
제주,7,8,22,6
제주,8,8,22,6
제주,10,8,22,6
제주,5,8,22,6
제주,4,8,22,5
제주,0,8,22,5
제주,7,8,22,5
제주,8,8,22,5
제주,5,8,22,5
제주,4,8,22,4
제주,0,8,22,4
제주,7,8,22,4
제주,2,8,22,4
제주,8,8,22,4
제주,6,8,22,4
제주,5,8,22,4
제주,4,8,22,3
제주,0,8,22,3
제주,7,8,22,3
제주,2,8,22,3
제주,8,8,22,3
제주,6,8,22,3
제주,5,8,22,3
제주,6,8,22,2
제주,0,8,22,1
서귀포,4,8,21,12
서귀포,4,8,21,11
서귀포,2,8,21,11
서귀포,2,8,22,8
서귀포,4,8,22,7
서귀포,0,8,22,7
서귀포,2,8,22,7
서귀포,0,8,22,6
서귀포,2,8,22,6
서귀포,8,8,22,6
서귀포,10,8,22,6
서귀포,4,8,22,5
서귀포,0,8,22,5
서귀포,8,8,22,5
서귀포,4,8,22,4
서귀포,0,8,22,4
서귀포,8,8,22,4
서귀포,5,8,22,4
서귀포,4,8,22,3
서귀포,0,8,22,3
서귀포,7,8,22,3
서귀포,8,8,22,3
서귀포,0,8,22,2
서귀포,2,8,22,1
여수,0,6,21,11
여수,4,6,21,10
여수,6,6,21,10
여수,4,6,21,9
여수,0,6,21,9
여수,0,6,22,8
여수,0,6,22,7
여수,4,6,22,6
여수,0,6,22,6
여수,6,6,22,6
여수,4,6,22,5
여수,0,6,22,5
여수,8,6,22,5
여수,6,6,22,5
여수,5,6,22,5
여수,4,6,22,4
여수,0,6,22,4
여수,8,6,22,4
여수,6,6,22,4
여수,5,6,22,4
여수,4,6,22,3
여수,0,6,22,3
여수,7,6,22,3
여수,2,6,22,3
여수,8,6,22,3
여수,6,6,22,3
여수,5,6,22,3
